Strategy name,Entry time,Symbol,Entry price,Exit time,Exit price,PnL %,1 minute MACD,1 minute RSI,1 minute KDJ,1 minute EMA,1 minute MA,1 minute TSI,1 minute SuperTrend Vs DEMA,1 minute Bollinger,3 minutes MACD,3 minutes RSI,3 minutes KDJ,3 minutes EMA,3 minutes MA,3 minutes TSI,3 minutes SuperTrend Vs DEMA,3 minutes Bollinger,5 minutes MACD,5 minutes RSI,5 minutes KDJ,5 minutes EMA,5 minutes MA,5 minutes TSI,5 minutes SuperTrend Vs DEMA,5 minutes Bollinger,15 minutes MACD,15 minutes RSI,15 minutes KDJ,15 minutes EMA,15 minutes MA,15 minutes TSI,15 minutes SuperTrend Vs DEMA,15 minutes Bollinger,30 minutes MACD,30 minutes RSI,30 minutes KDJ,30 minutes EMA,30 minutes MA,30 minutes TSI,30 minutes SuperTrend Vs DEMA,30 minutes Bollinger,1 hour MACD,1 hour RSI,1 hour KDJ,1 hour EMA,1 hour MA,1 hour TSI,1 hour SuperTrend Vs DEMA,1 hour Bollinger,2 hours MACD,2 hours RSI,2 hours KDJ,2 hours EMA,2 hours MA,2 hours TSI,2 hours SuperTrend Vs DEMA,2 hours Bollinger,4 hours MACD,4 hours RSI,4 hours KDJ,4 hours EMA,4 hours MA,4 hours TSI,4 hours SuperTrend Vs DEMA,4 hours Bollinger,6 hours MACD,6 hours RSI,6 hours KDJ,6 hours EMA,6 hours MA,6 hours TSI,6 hours SuperTrend Vs DEMA,6 hours Bollinger,8 hours MACD,8 hours RSI,8 hours KDJ,8 hours EMA,8 hours MA,8 hours TSI,8 hours SuperTrend Vs DEMA,8 hours Bollinger,12 hours MACD,12 hours RSI,12 hours KDJ,12 hours EMA,12 hours MA,12 hours TSI,12 hours SuperTrend Vs DEMA,12 hours Bollinger,1 day MACD,1 day RSI,1 day KDJ,1 day EMA,1 day MA,1 day TSI,1 day SuperTrend Vs DEMA,1 day Bollinger,3 days MACD,3 days RSI,3 days KDJ,3 days EMA,3 days MA,3 days TSI,3 days SuperTrend Vs DEMA,3 days Bollinger,1 week MACD,1 week RSI,1 week KDJ,1 week EMA,1 week MA,1 week TSI,1 week SuperTrend Vs DEMA,1 week Bollinger,1 month MACD,1 month RSI,1 month KDJ,1 month EMA,1 month MA,1 month TSI,1 month SuperTrend Vs DEMA,1 month Bollinger,Profit,Entry Date,Entry Hour,Entry month,Entry day,Exit Date,Exit Hour,Exit month,Exit day,Entry minute,Exit minute
1 hour MACD,2023-08-17 19:01:00,GTCUSDT,0.981,2023-08-17 22:00:00,0.853,-13.0479103,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,y,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,y,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,19.2,2023-08-17,19,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 18:00:00,STMXUSDT,0.005421,2023-08-17 22:00:00,0.004732,-12.70983213,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,0.1033499999999999,2023-08-17,18,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 02:00:00,DASHUSDT,28.57,2023-08-17 22:00:00,24.94,-12.70563528,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,544.4999999999999,2023-08-17,2,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 19:00:00,ARPAUSDT,0.04569,2023-08-17 22:00:00,0.03996,-12.54103743,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,0.8594999999999998,2023-08-17,19,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 18:00:00,STORJUSDT,0.2469,2023-08-17 22:00:00,0.216,-12.51518834,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,y,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,4.635000000000002,2023-08-17,18,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 02:00:00,WAVESUSDT,1.649,2023-08-17 22:00:00,1.444,-12.43177683,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,y,y,y,n,n,y,y,y,n,y,y,n,y,n,n,n,n,n,n,n,n,30.75000000000001,2023-08-17,2,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 04:00:00,XECUSDT,2.58e-05,2023-08-17 22:00:00,2.26e-05,-12.38390093,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,n,n,y,y,n,n,y,y,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,0.0004799999999999,2023-08-17,4,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 02:00:00,ZECUSDT,26.83,2023-08-17 22:00:00,23.54,-12.26239284,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,y,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,493.4999999999999,2023-08-17,2,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 02:00:00,RADUSDT,1.458,2023-08-17 22:00:00,1.282,-12.07133059,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,26.39999999999999,2023-08-17,2,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 02:00:00,MDTUSDT,0.0415,2023-08-17 22:00:00,0.03655,-11.92771084,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,0.7425000000000005,2023-08-17,2,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 20:01:00,KEYUSDT,0.004744,2023-08-17 22:00:00,0.004179,-11.90978078,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,n,y,y,n,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0847499999999999,2023-08-17,20,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 18:00:00,RLCUSDT,1.122,2023-08-17 22:00:00,0.991,-11.67557932,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,19.650000000000016,2023-08-17,18,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 03:00:00,FLOWUSDT,0.492,2023-08-17 22:00:00,0.435,-11.58536585,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,8.549999999999999,2023-08-17,3,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 20:01:00,MTLUSDT,1.175,2023-08-17 22:00:00,1.04,-11.4893617,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,20.25,2023-08-17,20,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 19:01:00,BATUSDT,0.183,2023-08-17 22:00:00,0.1621,-11.42076503,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,3.135,2023-08-17,19,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 19:01:00,DENTUSDT,0.000703,2023-08-17 22:00:00,0.000624,-11.23755334,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,y,n,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0118499999999999,2023-08-17,19,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 20:00:00,ANKRUSDT,0.02101,2023-08-17 22:00:00,0.01865,-11.23274631,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.3540000000000001,2023-08-17,20,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 04:00:00,CVCUSDT,0.0767,2023-08-17 22:00:00,0.0681,-11.2125163,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,y,y,n,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,1.2900000000000016,2023-08-17,4,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 20:01:00,CTSIUSDT,0.1339,2023-08-17 22:00:00,0.1189,-11.20238984,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,2.249999999999998,2023-08-17,20,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-19 12:00:00,SFPUSDT,0.4685,2023-08-19 21:00:00,0.4162,-11.16328709,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,n,n,n,y,y,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n,7.845000000000002,2023-08-19,12,8,19,2023-08-19,21,8,19,0,0
1 hour MACD,2023-08-17 19:01:00,GRTUSDT,0.0978,2023-08-17 22:00:00,0.0869,-11.14519427,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,n,n,y,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1.634999999999999,2023-08-17,19,8,17,2023-08-17,22,8,17,1,0
1 hour MACD,2023-08-17 04:00:00,CKBUSDT,0.002949,2023-08-17 22:00:00,0.002622,-11.08850458,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,y,y,y,n,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,n,n,y,y,y,n,n,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0490499999999999,2023-08-17,4,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 06:00:00,DGBUSDT,0.0073,2023-08-17 22:00:00,0.0065,-10.95890411,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,0.12,2023-08-17,6,8,17,2023-08-17,22,8,17,0,0
1 hour MACD,2023-08-17 19:01:00,QTUMUSDT,2.3,2023-08-17 22:00:00,2.048,-10.95652174,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,y,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,37.79999999999997,2023-08-17,19,8,17,2023-08-17,22,8,17,1,0
