Strategy name,Entry time,Symbol,Entry price,Exit time,Exit price,PnL %,1 minute MACD,1 minute RSI,1 minute KDJ,1 minute EMA,1 minute MA,1 minute TSI,1 minute SuperTrend Vs DEMA,1 minute Bollinger,3 minutes MACD,3 minutes RSI,3 minutes KDJ,3 minutes EMA,3 minutes MA,3 minutes TSI,3 minutes SuperTrend Vs DEMA,3 minutes Bollinger,5 minutes MACD,5 minutes RSI,5 minutes KDJ,5 minutes EMA,5 minutes MA,5 minutes TSI,5 minutes SuperTrend Vs DEMA,5 minutes Bollinger,15 minutes MACD,15 minutes RSI,15 minutes KDJ,15 minutes EMA,15 minutes MA,15 minutes TSI,15 minutes SuperTrend Vs DEMA,15 minutes Bollinger,30 minutes MACD,30 minutes RSI,30 minutes KDJ,30 minutes EMA,30 minutes MA,30 minutes TSI,30 minutes SuperTrend Vs DEMA,30 minutes Bollinger,1 hour MACD,1 hour RSI,1 hour KDJ,1 hour EMA,1 hour MA,1 hour TSI,1 hour SuperTrend Vs DEMA,1 hour Bollinger,2 hours MACD,2 hours RSI,2 hours KDJ,2 hours EMA,2 hours MA,2 hours TSI,2 hours SuperTrend Vs DEMA,2 hours Bollinger,4 hours MACD,4 hours RSI,4 hours KDJ,4 hours EMA,4 hours MA,4 hours TSI,4 hours SuperTrend Vs DEMA,4 hours Bollinger,6 hours MACD,6 hours RSI,6 hours KDJ,6 hours EMA,6 hours MA,6 hours TSI,6 hours SuperTrend Vs DEMA,6 hours Bollinger,8 hours MACD,8 hours RSI,8 hours KDJ,8 hours EMA,8 hours MA,8 hours TSI,8 hours SuperTrend Vs DEMA,8 hours Bollinger,12 hours MACD,12 hours RSI,12 hours KDJ,12 hours EMA,12 hours MA,12 hours TSI,12 hours SuperTrend Vs DEMA,12 hours Bollinger,1 day MACD,1 day RSI,1 day KDJ,1 day EMA,1 day MA,1 day TSI,1 day SuperTrend Vs DEMA,1 day Bollinger,3 days MACD,3 days RSI,3 days KDJ,3 days EMA,3 days MA,3 days TSI,3 days SuperTrend Vs DEMA,3 days Bollinger,1 week MACD,1 week RSI,1 week KDJ,1 week EMA,1 week MA,1 week TSI,1 week SuperTrend Vs DEMA,1 week Bollinger,1 month MACD,1 month RSI,1 month KDJ,1 month EMA,1 month MA,1 month TSI,1 month SuperTrend Vs DEMA,1 month Bollinger,Profit,Entry Date,Entry Hour,Entry month,Entry day,Exit Date,Exit Hour,Exit month,Exit day,Entry minute,Exit minute
1 hour MACD,2023-08-01 09:01:00,SCUSDT,0.003439,2023-08-02 14:00:00,0.003388,-1.482989241,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,y,y,y,n,y,n,n,y,n,y,y,n,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,0.00765,2023-08-01,9,8,1,2023-08-02,14,8,2,1,0
1 hour MACD,2023-07-15 10:00:00,KSMUSDT,24.98,2023-07-15 22:00:00,24.61,-1.481184948,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,n,y,y,n,y,y,y,n,n,y,y,y,y,n,y,y,n,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,y,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,55.50000000000015,2023-07-15,10,7,15,2023-07-15,22,7,15,0,0
1 hour MACD,2023-08-01 01:00:00,KEYUSDT,0.005546,2023-08-01 03:00:00,0.005464,-1.478543094,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,n,y,y,y,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,y,n,y,y,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0122999999999999,2023-08-01,1,8,1,2023-08-01,3,8,1,0,0
1 hour MACD,2023-07-15 08:00:00,ALGOUSDT,0.115,2023-07-16 04:00:00,0.1133,-1.47826087,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.255000000000001,2023-07-15,8,7,15,2023-07-16,4,7,16,0,0
1 hour MACD,2023-07-17 02:00:00,MINAUSDT,0.474,2023-07-17 11:00:00,0.467,-1.476793249,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,y,y,y,y,y,n,n,y,y,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1.0499999999999927,2023-07-17,2,7,17,2023-07-17,11,7,17,0,0
1 hour MACD,2023-07-17 14:00:00,ARDRUSDT,0.0745,2023-07-17 19:00:00,0.0734,-1.476510067,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1649999999999984,2023-07-17,14,7,17,2023-07-17,19,7,17,0,0
1 hour MACD,2023-07-17 04:00:00,OGNUSDT,0.0813,2023-07-17 12:00:00,0.0801,-1.47601476,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,y,y,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1799999999999989,2023-07-17,4,7,17,2023-07-17,12,7,17,0,0
1 hour MACD,2023-08-01 09:00:00,VIDTUSDT,0.02033,2023-08-02 06:01:00,0.02003,-1.475651746,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0450000000000002,2023-08-01,9,8,1,2023-08-02,6,8,2,0,1
1 hour MACD,2023-07-15 21:00:00,CLVUSDT,0.03863,2023-07-16 02:00:00,0.03806,-1.475537147,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,n,n,y,n,n,y,n,y,n,n,y,y,n,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0855000000000001,2023-07-15,21,7,15,2023-07-16,2,7,16,0,0
1 hour MACD,2023-07-28 01:00:00,AXSUSDT,6.1,2023-07-28 06:00:00,6.01,-1.475409836,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,y,n,n,y,y,n,y,y,n,n,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,n,n,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,13.49999999999998,2023-07-28,1,7,28,2023-07-28,6,7,28,0,0
1 hour MACD,2023-08-05 02:00:00,STORJUSDT,0.2915,2023-08-05 14:00:00,0.2872,-1.475128645,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,0.6449999999999956,2023-08-05,2,8,5,2023-08-05,14,8,5,0,0
1 hour MACD,2023-07-20 06:00:00,SFPUSDT,0.4411,2023-07-20 16:00:00,0.4346,-1.473588755,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n,0.9750000000000008,2023-07-20,6,7,20,2023-07-20,16,7,20,0,0
1 hour MACD,2023-08-17 19:00:00,ATAUSDT,0.0747,2023-08-17 21:00:00,0.0736,-1.472556894,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1650000000000005,2023-08-17,19,8,17,2023-08-17,21,8,17,0,0
1 hour MACD,2023-07-13 09:00:00,IOSTUSDT,0.00883,2023-07-13 15:01:00,0.0087,-1.472253681,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0194999999999999,2023-07-13,9,7,13,2023-07-13,15,7,13,0,1
1 hour MACD,2023-07-26 21:00:00,ARDRUSDT,0.0748,2023-07-27 04:00:00,0.0737,-1.470588235,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,n,y,y,y,n,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,y,y,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1650000000000005,2023-07-26,21,7,26,2023-07-27,4,7,27,0,0
1 hour MACD,2023-08-20 23:00:00,ORNUSDT,0.5646,2023-08-21 04:00:00,0.5563,-1.470067304,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,y,y,n,y,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1.244999999999996,2023-08-20,23,8,20,2023-08-21,4,8,21,0,0
1 hour MACD,2023-07-15 08:00:00,NULSUSDT,0.2178,2023-07-15 17:00:00,0.2146,-1.469237833,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,y,n,y,y,n,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.4799999999999971,2023-07-15,8,7,15,2023-07-15,17,7,15,0,0
1 hour MACD,2023-08-18 09:01:00,KMDUSDT,0.1974,2023-08-20 15:00:00,0.1945,-1.469098278,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.4349999999999979,2023-08-18,9,8,18,2023-08-20,15,8,20,1,0
1 hour MACD,2023-07-31 09:00:00,AXSUSDT,6.13,2023-07-31 14:01:00,6.04,-1.468189233,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,y,y,n,y,y,y,n,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,y,n,y,y,n,y,n,n,n,y,n,y,n,n,y,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,13.49999999999998,2023-07-31,9,7,31,2023-07-31,14,7,31,0,1
1 hour MACD,2023-08-01 00:00:00,ARUSDT,5.45,2023-08-01 03:00:00,5.37,-1.467889908,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,y,n,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,12.00000000000001,2023-08-01,0,8,1,2023-08-01,3,8,1,0,0
1 hour MACD,2023-07-17 05:00:00,VIDTUSDT,0.0218,2023-07-17 12:00:00,0.02148,-1.467889908,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,y,y,y,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0480000000000001,2023-07-17,5,7,17,2023-07-17,12,7,17,0,0
1 hour MACD,2023-07-25 00:00:00,ALICEUSDT,0.955,2023-07-27 01:00:00,0.941,-1.465968586,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,2.100000000000002,2023-07-25,0,7,25,2023-07-27,1,7,27,0,0
1 hour MACD,2023-07-19 01:00:00,ATAUSDT,0.0887,2023-07-19 13:00:00,0.0874,-1.465614431,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1949999999999993,2023-07-19,1,7,19,2023-07-19,13,7,19,0,0
1 hour MACD,2023-07-23 07:00:00,DOCKUSDT,0.01638,2023-07-24 10:00:00,0.01614,-1.465201465,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0359999999999995,2023-07-23,7,7,23,2023-07-24,10,7,24,0,0
1 hour MACD,2023-07-17 14:00:00,ETCUSDT,19.12,2023-07-17 19:00:00,18.84,-1.464435146,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,42.00000000000017,2023-07-17,14,7,17,2023-07-17,19,7,17,0,0
1 hour MACD,2023-08-10 10:00:00,ARDRUSDT,0.0752,2023-08-10 21:00:00,0.0741,-1.462765957,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,y,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,y,n,y,y,n,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1650000000000005,2023-08-10,10,8,10,2023-08-10,21,8,10,0,0
1 hour MACD,2023-08-13 20:00:00,MASKUSDT,3.492,2023-08-13 23:00:00,3.441,-1.4604811,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,y,y,n,n,n,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,n,y,n,n,n,y,y,n,n,y,n,n,n,y,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,7.650000000000023,2023-08-13,20,8,13,2023-08-13,23,8,13,0,0
1 hour MACD,2023-08-03 14:00:00,OMGUSDT,0.548,2023-08-03 23:00:00,0.54,-1.459854015,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1.200000000000001,2023-08-03,14,8,3,2023-08-03,23,8,3,0,0
1 hour MACD,2023-07-21 02:00:00,FLUXUSDT,0.411,2023-07-21 08:00:00,0.405,-1.459854015,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.8999999999999925,2023-07-21,2,7,21,2023-07-21,8,7,21,0,0
1 hour MACD,2023-07-18 00:00:00,RIFUSDT,0.0891,2023-07-18 04:00:00,0.0878,-1.459034792,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,n,n,y,y,n,n,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1949999999999993,2023-07-18,0,7,18,2023-07-18,4,7,18,0,0
1 hour MACD,2023-07-15 09:00:00,QNTUSDT,102.9,2023-07-15 16:00:00,101.4,-1.457725948,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,y,n,y,y,y,n,y,y,n,n,n,y,y,n,n,y,y,n,n,y,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,225.0,2023-07-15,9,7,15,2023-07-15,16,7,15,0,0
1 hour MACD,2023-08-14 16:00:00,FLUXUSDT,0.412,2023-08-14 18:00:00,0.406,-1.45631068,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,n,n,y,n,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.8999999999999925,2023-08-14,16,8,14,2023-08-14,18,8,14,0,0
1 hour MACD,2023-08-08 04:01:00,TRBUSDT,11.68,2023-08-08 10:00:00,11.51,-1.455479452,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,y,n,n,y,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,y,n,n,y,n,n,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,25.49999999999999,2023-08-08,4,8,8,2023-08-08,10,8,8,1,0
1 hour MACD,2023-07-15 08:00:00,CLVUSDT,0.03848,2023-07-15 17:00:00,0.03792,-1.455301455,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,y,y,y,y,y,n,n,y,n,y,y,n,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.0839999999999997,2023-07-15,8,7,15,2023-07-15,17,7,15,0,0
1 hour MACD,2023-07-29 16:00:00,LSKUSDT,0.894,2023-07-29 19:00:00,0.881,-1.454138702,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1.9500000000000013,2023-07-29,16,7,29,2023-07-29,19,7,29,0,0
1 hour MACD,2023-08-02 22:00:00,1INCHUSDT,0.3165,2023-08-03 05:00:00,0.3119,-1.453396524,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,y,n,y,y,y,n,n,y,y,y,n,y,y,n,y,y,n,n,n,y,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.689999999999999,2023-08-02,22,8,2,2023-08-03,5,8,3,0,0
1 hour MACD,2023-07-31 03:00:00,RAREUSDT,0.0757,2023-07-31 05:00:00,0.0746,-1.453104359,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,n,n,y,n,y,n,y,n,n,y,y,y,n,n,y,n,n,n,y,y,y,n,y,n,y,n,n,n,y,n,y,y,n,n,n,n,y,n,y,y,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,0.1650000000000005,2023-07-31,3,7,31,2023-07-31,5,7,31,0,0
