Strategy name,Entry time,Symbol,Entry price,Entry indicators,Exit time,Exit price,PnL %,PnL,1 minute MACD,1 minute RSI,1 minute KDJ,1 minute EMA,1 minute MA,1 minute TSI,1 minute SuperTrend Vs DEMA,1 minute Bollinger,3 minutes MACD,3 minutes RSI,3 minutes KDJ,3 minutes EMA,3 minutes MA,3 minutes TSI,3 minutes SuperTrend Vs DEMA,3 minutes Bollinger,5 minutes MACD,5 minutes RSI,5 minutes KDJ,5 minutes EMA,5 minutes MA,5 minutes TSI,5 minutes SuperTrend Vs DEMA,5 minutes Bollinger,15 minutes MACD,15 minutes RSI,15 minutes KDJ,15 minutes EMA,15 minutes MA,15 minutes TSI,15 minutes SuperTrend Vs DEMA,15 minutes Bollinger,30 minutes MACD,30 minutes RSI,30 minutes KDJ,30 minutes EMA,30 minutes MA,30 minutes TSI,30 minutes SuperTrend Vs DEMA,30 minutes Bollinger,1 hour MACD,1 hour RSI,1 hour KDJ,1 hour EMA,1 hour MA,1 hour TSI,1 hour SuperTrend Vs DEMA,1 hour Bollinger,2 hours MACD,2 hours RSI,2 hours KDJ,2 hours EMA,2 hours MA,2 hours TSI,2 hours SuperTrend Vs DEMA,2 hours Bollinger,4 hours MACD,4 hours RSI,4 hours KDJ,4 hours EMA,4 hours MA,4 hours TSI,4 hours SuperTrend Vs DEMA,4 hours Bollinger,6 hours MACD,6 hours RSI,6 hours KDJ,6 hours EMA,6 hours MA,6 hours TSI,6 hours SuperTrend Vs DEMA,6 hours Bollinger,8 hours MACD,8 hours RSI,8 hours KDJ,8 hours EMA,8 hours MA,8 hours TSI,8 hours SuperTrend Vs DEMA,8 hours Bollinger,12 hours MACD,12 hours RSI,12 hours KDJ,12 hours EMA,12 hours MA,12 hours TSI,12 hours SuperTrend Vs DEMA,12 hours Bollinger,1 day MACD,1 day RSI,1 day KDJ,1 day EMA,1 day MA,1 day TSI,1 day SuperTrend Vs DEMA,1 day Bollinger,3 days MACD,3 days RSI,3 days KDJ,3 days EMA,3 days MA,3 days TSI,3 days SuperTrend Vs DEMA,3 days Bollinger,1 week MACD,1 week RSI,1 week KDJ,1 week EMA,1 week MA,1 week TSI,1 week SuperTrend Vs DEMA,1 week Bollinger,1 month MACD,1 month RSI,1 month KDJ,1 month EMA,1 month MA,1 month TSI,1 month SuperTrend Vs DEMA,1 month Bollinger
1 hour MACD,8/4/2023 2:00,ALGOUSDT,0.1069,MACD KDJ,8/4/2023 8:00,0.1065,-0.374181478,-0.0004,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,y,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/17/2023 18:00,FILUSDT,3.744,MACD,8/17/2023 19:01,3.73,-0.373931624,-0.014,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/17/2023 4:00,COTIUSDT,0.0535,MACD TSI Bollinger,7/17/2023 13:01,0.0533,-0.373831776,-0.0002,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/3/2023 16:00,WTCUSDT,0.1606,MACD RSI,8/3/2023 20:00,0.16,-0.373599004,-0.0006,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/13/2023 8:00,LPTUSDT,8.05,MACD KDJ RSI,8/13/2023 17:00,8.02,-0.372670807,-0.03,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n
1 hour MACD,8/19/2023 8:00,PAXGUSDT,1880,MACD RSI Bollinger,8/20/2023 13:00,1873,-0.372340426,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,8/16/2023 11:00,BTCUSDT,29197.33,MACD KDJ RSI,8/16/2023 14:00,29088.62,-0.372328566,-108.71,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,y,y,n,y,n,y,y,y,n,y,n,y,y,n,y,y,y,n,y,n,n,n,n,n,n,n,n
1 hour MACD,8/20/2023 0:00,OGNUSDT,0.0806,MACD,8/20/2023 4:00,0.0803,-0.372208437,-0.0003,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,y,y,y,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/11/2023 4:00,DGBUSDT,0.00806,MACD KDJ RSI Bollinger,8/11/2023 9:00,0.00803,-0.372208437,-3.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,n,y,y,y,y,n,y,y,n,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/15/2023 13:00,XLMUSDT,0.1345,MACD,8/15/2023 14:00,0.134,-0.371747212,-0.0005,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n
1 hour MACD,8/10/2023 2:00,ZECUSDT,29.59,MACD RSI Bollinger,8/10/2023 18:00,29.48,-0.371747212,-0.11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,y,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,y,y,n,y,n,y,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/11/2023 12:00,DGBUSDT,0.00808,MACD KDJ RSI,8/11/2023 17:00,0.00805,-0.371287129,-3.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,n,y,y,n,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/4/2023 2:00,BICOUSDT,0.216,MACD KDJ RSI TSI Bollinger,8/4/2023 21:00,0.2152,-0.37037037,-0.0008,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/9/2023 4:00,SYSUSDT,0.1081,MACD KDJ,8/9/2023 13:00,0.1077,-0.370027752,-0.0004,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/22/2023 16:00,DGBUSDT,0.00811,MACD EMA RSI TSI Bollinger,7/23/2023 2:00,0.00808,-0.369913687,-3.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,n,n,n,y,y,n,y,y,y,n,y,n,y,y,y,y,n,y,y,n,n,y,n,y,y,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/7/2023 22:00,TKOUSDT,0.2435,MACD TSI,8/8/2023 8:00,0.2426,-0.369609856,-0.0009,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,n,n,n,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/17/2023 6:00,PAXGUSDT,1895,MACD,8/17/2023 16:00,1888,-0.36939314,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,8/11/2023 1:00,BTCUSDT,29481.66,MACD,8/11/2023 3:00,29373.02,-0.368500281,-108.64,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,n,y,n,n,y,y,y,y,n,n,y,y,n,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n
1 hour MACD,8/16/2023 5:00,PAXGUSDT,1903,MACD TSI Bollinger,8/16/2023 13:01,1896,-0.367840252,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,n,n,n,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,n,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,7/18/2023 23:00,ATOMUSDT,9.262,MACD TSI,7/19/2023 11:00,9.228,-0.367091341,-0.034,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/6/2023 18:00,ONTUSDT,0.1909,MACD,8/6/2023 22:01,0.1902,-0.366684128,-0.0007,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,7/30/2023 0:00,DGBUSDT,0.00819,MACD KDJ,7/30/2023 3:00,0.00816,-0.366300366,-3.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/12/2023 0:00,BTCUSDT,30622.1,MACD KDJ,7/12/2023 1:00,30509.98,-0.366140794,-112.12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,y,y,y,n,y,y,n,n,y,y,y,y,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n
1 hour MACD,8/20/2023 9:00,DOCKUSDT,0.01367,MACD RSI,8/20/2023 12:00,0.01362,-0.365764448,-5.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,y,y,n,y,n,n,y,y,y,y,y,y,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/30/2023 9:00,DGBUSDT,0.00821,MACD KDJ,7/30/2023 10:00,0.00818,-0.365408039,-3.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/2/2023 22:00,RSRUSDT,0.001916,MACD KDJ Bollinger,8/2/2023 23:00,0.001909,-0.365344468,-7.00E-06,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,n,y,n,n,n,n,y,y,n,n,y,y,y,y,y,y,n,y,y,n,n,y,y,y,n,n,n,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/29/2023 23:00,MTLUSDT,1.369,MACD TSI,7/30/2023 4:00,1.364,-0.365230095,-0.005,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,y,y,y,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n
1 hour MACD,7/30/2023 3:00,BLZUSDT,0.0548,MACD RSI Bollinger,7/30/2023 4:00,0.0546,-0.364963504,-0.0002,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,y,y,y,y,n,n,y,y,y,n,n,y,y,y,n,y,y,n,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/16/2023 15:00,REQUSDT,0.0822,MACD,7/16/2023 16:00,0.0819,-0.364963504,-0.0003,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,y,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,y,y,n,n,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,n,n,n,y,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/11/2023 23:00,BCHUSDT,275,MACD TSI,7/12/2023 0:00,274,-0.363636364,-1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,y,y,y,n,y,y,n,n,y,y,y,y,y,y,n,y,n,n,n,y,y,y,n,y,y,n,n,y,y,y,n,y,y,n,n,y,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n
1 hour MACD,7/15/2023 9:00,PAXGUSDT,1928,MACD KDJ,7/15/2023 19:00,1921,-0.363070539,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,8/5/2023 6:00,1INCHUSDT,0.303,MACD KDJ,8/5/2023 7:00,0.3019,-0.363036304,-0.0011,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/21/2023 17:00,PAXGUSDT,1931,MACD KDJ RSI Bollinger,7/21/2023 23:00,1924,-0.362506473,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,n,n,y,n,n,y,y,n,y,n,y,n,y,y,y,y,n,n,y,y,n,y,y,y,n,y,y,n,y,n,n,n,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,8/3/2023 1:00,PAXGUSDT,1937,MACD RSI Bollinger,8/3/2023 6:00,1930,-0.361383583,-7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,n,n,y,y,y,n,n,y,n,y,n,y,y,n,y,y,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n
1 hour MACD,8/10/2023 1:00,CTXCUSDT,0.1385,MACD RSI,8/10/2023 2:00,0.138,-0.36101083,-0.0005,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/3/2023 13:01,NULSUSDT,0.194,MACD RSI,8/4/2023 2:00,0.1933,-0.360824742,-0.0007,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,y,n,n,y,y,y,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/22/2023 15:00,TVKUSDT,0.02497,MACD TSI Bollinger,7/22/2023 18:00,0.02488,-0.360432519,-9.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/28/2023 13:00,NEARUSDT,1.388,MACD TSI,7/28/2023 18:00,1.383,-0.360230548,-0.005,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,y,n,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,8/20/2023 9:00,ZECUSDT,25,MACD,8/20/2023 17:00,24.91,-0.36,-0.09,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/15/2023 6:00,COSUSDT,0.00556,MACD,7/16/2023 3:00,0.00554,-0.35971223,-2.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,y,y,n,n,y,y,n,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,y,n,y,n,y,n,n,y,y,n,y,n,y,n,y,y,y,y,y,n,y,n,y,y,y,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour MACD,7/28/2023 0:00,DATAUSDT,0.02507,MACD,7/28/2023 6:00,0.02498,-0.358994815,-9.00E-05,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
