Strategy name,Entry time,Symbol,Exit time,PnL,1 minute MACD,1 minute RSI,1 minute KDJ,1 minute EMA,1 minute MA,1 minute TSI,1 minute SuperTrend Vs DEMA,1 minute Bollinger,3 minutes MACD,3 minutes RSI,3 minutes KDJ,3 minutes EMA,3 minutes MA,3 minutes TSI,3 minutes SuperTrend Vs DEMA,3 minutes Bollinger,5 minutes MACD,5 minutes RSI,5 minutes KDJ,5 minutes EMA,5 minutes MA,5 minutes TSI,5 minutes SuperTrend Vs DEMA,5 minutes Bollinger,15 minutes MACD,15 minutes RSI,15 minutes KDJ,15 minutes EMA,15 minutes MA,15 minutes TSI,15 minutes SuperTrend Vs DEMA,15 minutes Bollinger,30 minutes MACD,30 minutes RSI,30 minutes KDJ,30 minutes EMA,30 minutes MA,30 minutes TSI,30 minutes SuperTrend Vs DEMA,30 minutes Bollinger,1 hour MACD,1 hour RSI,1 hour KDJ,1 hour EMA,1 hour MA,1 hour TSI,1 hour SuperTrend Vs DEMA,1 hour Bollinger,2 hours MACD,2 hours RSI,2 hours KDJ,2 hours EMA,2 hours MA,2 hours TSI,2 hours SuperTrend Vs DEMA,2 hours Bollinger,4 hours MACD,4 hours RSI,4 hours KDJ,4 hours EMA,4 hours MA,4 hours TSI,4 hours SuperTrend Vs DEMA,4 hours Bollinger,6 hours MACD,6 hours RSI,6 hours KDJ,6 hours EMA,6 hours MA,6 hours TSI,6 hours SuperTrend Vs DEMA,6 hours Bollinger,8 hours MACD,8 hours RSI,8 hours KDJ,8 hours EMA,8 hours MA,8 hours TSI,8 hours SuperTrend Vs DEMA,8 hours Bollinger,12 hours MACD,12 hours RSI,12 hours KDJ,12 hours EMA,12 hours MA,12 hours TSI,12 hours SuperTrend Vs DEMA,12 hours Bollinger,1 day MACD,1 day RSI,1 day KDJ,1 day EMA,1 day MA,1 day TSI,1 day SuperTrend Vs DEMA,1 day Bollinger,3 days MACD,3 days RSI,3 days KDJ,3 days EMA,3 days MA,3 days TSI,3 days SuperTrend Vs DEMA,3 days Bollinger,1 week MACD,1 week RSI,1 week KDJ,1 week EMA,1 week MA,1 week TSI,1 week SuperTrend Vs DEMA,1 week Bollinger,1 month MACD,1 month RSI,1 month KDJ,1 month EMA,1 month MA,1 month TSI,1 month SuperTrend Vs DEMA,1 month Bollinger
1 hour EMA,7/13/2023 16:00,ADAUSDT,7/14/2023 19:00,3.024453024,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/14/2023 23:00,DREPUSDT,7/16/2023 5:00,-0.589147287,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,n,y,y,y,n,n,n,y,y,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,y,y,n,y,y,y,n,y,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/20/2023 13:00,FLUXUSDT,8/20/2023 15:00,-1.322669948,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,y,y,n,y,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/13/2023 3:00,ONGUSDT,7/13/2023 10:00,-6.047326906,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,n,y,y,n,y,y,y,n,n,y,y,n,n,y,y,n,n,y,y,n,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/19/2023 17:00,FLUXUSDT,8/19/2023 21:00,-1.707837755,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/19/2023 5:00,FLUXUSDT,8/19/2023 6:00,-1.130806846,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/11/2023 7:00,DREPUSDT,7/11/2023 10:00,-2.25631769,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,n,y,y,y,n,n,y,y,n,y,n,y,n,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/7/2023 3:00,SXPUSDT,8/7/2023 8:00,-0.729040097,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,y,y,y,y,y,n,y,y,n,y,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/5/2023 20:00,SXPUSDT,8/6/2023 15:00,-0.061143381,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/10/2023 20:00,SXPUSDT,8/11/2023 16:00,-0.51687443,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,y,y,y,y,n,n,y,y,n,y,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/13/2023 16:00,1INCHUSDT,7/14/2023 19:00,-0.15225335,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,n,y,y,y,y,y,n,n,n,y,y,y,y,y,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/8/2023 13:00,SXPUSDT,8/10/2023 2:00,0.798525799,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/14/2023 17:00,SXPUSDT,8/15/2023 1:00,-1.082706767,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,n,n,n,y,y,n,n,y,n,n,y,y,n,n,y,y,y,n,n,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/15/2023 11:00,ADAUSDT,7/15/2023 15:00,-1.316970967,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,n,n,y,y,n,y,y,y,n,y,y,n,y,y,n,y,n,y,y,n,y,y,n,n,n,n,y,n,n,y,y,n,n,y,y,n,n,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/13/2023 3:00,SXPUSDT,8/13/2023 23:00,-0.362209478,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,y,n,n,y,n,y,y,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/22/2023 5:00,1INCHUSDT,7/22/2023 12:00,-0.625372245,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,y,y,y,n,n,y,y,n,n,n,y,n,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n
1 hour EMA,7/21/2023 14:00,1INCHUSDT,7/22/2023 4:00,-0.298775022,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,y,n,n,y,y,n,n,n,y,n,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 17:00,SXPUSDT,7/26/2023 18:01,-0.740521327,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/10/2023 20:00,STORJUSDT,7/11/2023 8:01,-1.583577713,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,y,n,n,n,n,y,n,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,n,n,n,n,n,n,n,n
1 hour EMA,8/1/2023 19:00,SXPUSDT,8/2/2023 7:00,-1.311953353,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 19:00,SXPUSDT,7/27/2023 17:00,-0.848697688,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/13/2023 19:00,OCEANUSDT,8/14/2023 0:00,-0.614574188,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/19/2023 1:00,PUNDIXUSDT,8/21/2023 3:00,-0.961258375,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n
1 hour EMA,8/4/2023 16:00,OCEANUSDT,8/4/2023 19:00,-0.816088604,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,y,y,y,n,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/5/2023 23:00,OCEANUSDT,8/7/2023 12:00,0.29385836,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/4/2023 5:00,OCEANUSDT,8/4/2023 7:00,-0.465657742,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,y,n,y,y,n,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,y,y,y,n,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/8/2023 18:00,HIVEUSDT,8/9/2023 20:00,-0.145391102,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,n,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,y,n,y,y,y,n,y,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/10/2023 1:00,OCEANUSDT,8/10/2023 3:00,-0.116312882,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,y,y,n,n,y,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/8/2023 13:00,OCEANUSDT,8/10/2023 0:00,0.792253521,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/31/2023 9:01,SXPUSDT,7/31/2023 20:01,-0.893371758,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,n,n,n,n,y,y,y,n,y,y,n,n,y,y,n,n,y,y,n,n,y,y,n,n,y,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/11/2023 0:00,HIVEUSDT,8/12/2023 5:00,-0.376048597,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,y,y,n,y,y,y,n,y,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/7/2023 4:00,HIVEUSDT,8/7/2023 7:00,-0.919804542,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,y,n,y,y,n,y,y,y,n,y,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/11/2023 0:00,OCEANUSDT,8/12/2023 2:00,0.348634515,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 16:00,OCEANUSDT,7/26/2023 18:01,-1.398401826,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n
1 hour EMA,8/14/2023 9:00,HIVEUSDT,8/14/2023 12:00,-0.374639769,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,n,n,n,n,n,y,n,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,y,n,y,y,n,y,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/14/2023 6:00,OCEANUSDT,8/15/2023 8:00,0.581733566,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,n,y,n,n,n,n,n,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/13/2023 20:00,HIVEUSDT,8/13/2023 23:00,-0.460431655,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,n,y,y,n,n,n,n,y,n,n,y,n,y,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/1/2023 19:00,OCEANUSDT,8/2/2023 8:00,-0.744985673,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,y,n,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/28/2023 1:00,SXPUSDT,7/30/2023 11:00,1.37386729,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,n,n,y,y,n,y,y,y,n,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/25/2023 16:00,HIVEUSDT,7/26/2023 2:00,-1.136040897,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,y,y,y,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/3/2023 19:00,HIVEUSDT,8/4/2023 2:00,-1.128668172,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 7:00,HIVEUSDT,7/26/2023 9:00,-0.481996031,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/19/2023 8:00,HIVEUSDT,7/20/2023 16:00,-1.673173452,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 20:00,HIVEUSDT,7/28/2023 6:00,0.368480726,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
